year,season,adm_id,rfh,rfh_avg,r1h,r1h_avg,r3h,r3h_avg,rfq
1992,Yala,25846,93.73209844666667,89.19703486666667,271.5963008,266.4841993333333,719.4641936666667,776.229762,101.85696306666667
1992,Yala,25847,27.485490346666666,28.809725800000002,80.06666799999999,87.99189533333333,217.67528439999998,282.3939613333333,95.8108594
1992,Yala,25848,76.32820586666666,72.40478573333333,218.47008986666665,216.882336,583.7982886666667,645.2052386666667,101.19288553333332
1992,Yala,25849,33.79078033333334,39.10229326666667,97.3921986,119.40877226666666,256.29219573333336,379.7031426666666,89.9980888
1992,Yala,25850,26.44336976,28.256571066666666,77.99390806666666,87.97001180000001,215.07921666666667,298.04088666666667,95.031979
1992,Yala,25851,81.42898480000001,88.11004846666667,237.17391353333332,262.9925606666667,637.9304344,752.2513906666667,88.6869624
1992,Yala,25852,65.14184485333334,71.27120500000001,191.06241446666667,214.40108766666665,505.5205929333333,624.2624186666667,91.13063013333334
1992,Yala,25853,90.5269232,98.40995973333334,266.7743556,293.6865833333333,706.3397726666666,845.5208033333333,89.56092433333333
1992,Yala,2736,45.385585379999995,52.82294293333334,129.37657396666665,158.30922433333336,321.97800913333333,470.7630086666667,90.18849686666667
1992,Yala,2737,17.163675020000003,17.76227927333333,47.415384233333334,52.89274973333333,119.06303340000001,187.77039573333334,100.71039026666666
1992,Yala,2738,20.902754056,24.3266853,59.8603996,73.20203280000001,156.62906506666667,234.63896906666665,98.49170306666666
1992,Yala,2739,27.303144466666666,35.4374842,79.76503173333334,109.32268366666668,213.79446426666667,341.4954453333333,91.19494573333333
1992,Yala,2740,9.518234703466668,14.007990790933333,27.393960786666664,42.58578370666667,77.05923326666667,142.8887894,88.75392373333332
1992,Yala,2741,72.51247459999999,79.0869528,213.648258,237.94786733333333,551.8711609333333,696.631768,92.62638919999999
1992,Yala,2742,58.28426966666667,56.681198933333334,168.49550473333332,170.38128493333335,450.1213366666667,511.7016653333333,100.80196240000001
1992,Yala,2743,28.910000106666665,31.897634533333335,84.50618993333333,98.52445153333333,228.91499233333334,325.45607600000005,93.2321434
1992,Yala,2744,79.03224097333333,86.01307773333333,232.02623366666666,257.35559133333334,616.07813,742.6983433333334,89.9497624
1992,Yala,41748,48.03222253333333,56.0566302,135.7566684,167.8284824,336.9433355333333,494.53666200000004,88.84337726666666
1992,Yala,41749,60.61954026666667,67.913295,175.0919552,201.72394666666665,433.03217839999996,575.2431006666667,90.99375226666668
1993,Maha,25830,73.47619091904762,71.92911595238095,214.25657795238095,214.58997861904763,569.805969047619,627.0700814285714,87.2844150952381
1993,Maha,25832,68.09977230952381,64.65628938095237,202.86847704761905,193.42249280952382,534.1117438095238,548.9646076190477,86.87930557142856
1993,Maha,25833,75.97619004761906,64.11130457142858,223.30429623809522,192.4942884761905,566.3153325714286,553.3583047619047,91.72823795238095
1993,Maha,25834,74.94836433809523,60.273608428571436,226.9007446904762,182.43056023809524,569.8686045238095,541.5389990476191,95.67707580952381
1993,Maha,25835,64.43586669523809,53.82824052380953,189.86930326190475,160.9254887142857,453.9469220952381,471.85056,98.26457861904763
1993,Maha,25836,70.79844041904762,66.37216823809524,210.37972173809527,199.50328304761908,547.7869423809524,584.959800952381,86.20486642857142
1993,Maha,25837,54.615732447619045,54.728250095238096,159.37793728571427,161.87013000000002,440.2284433333333,476.94696571428574,89.76643604761905
1993,Maha,25838,50.37071640952381,45.841047476190475,147.12193780952379,135.56479719047618,382.3569211428571,393.676069047619,97.57278714285715
1993,Maha,25839,78.65130551904761,49.44137242857143,229.2043050952381,147.86098395238096,473.51919714285714,432.34474685714287,112.41114195238094
1993,Maha,25840,76.34610863809523,49.03383511904762,222.2868702857143,145.72469957142857,467.15679171428576,420.19733,111.36465000000001
1993,Maha,25841,65.82783844761904,50.197973142857144,191.03662647619046,149.10473723809523,426.05346014285715,429.00358809523806,105.70677642857143
1993,Maha,25842,79.84481889523809,55.93848766666667,234.48459614285713,167.71755504761904,513.9434420952381,493.0701666666667,105.22827157142856
1993,Maha,25843,72.88718031428571,55.91916957142857,215.10915633333332,167.88612942857142,494.53114047619044,497.53788304761906,103.3285699047619
1993,Maha,25844,68.73852957142857,77.8193059047619,201.97143233333333,233.85884638095237,634.5567252380953,725.2034395238095,82.33388285714285
1993,Maha,25845,68.49603128571428,76.19412095238096,198.04938385714286,227.77103404761905,584.2248609523809,688.6325152380953,83.28014185714285
1993,Maha,25846,70.13315685714285,81.46816585714285,199.58818366666665,245.34073833333332,607.780419047619,752.4032647619048,83.26136547619048
1993,Maha,25847,41.74901917619048,46.58647880952381,122.83417566666668,138.69268157142855,343.9238038095238,402.38132190476193,77.20059976190475
1993,Maha,25848,67.02564161904762,73.83964276190476,191.8669120952381,221.89678266666664,561.7155104761905,669.3320728571429,85.37140861904761
1993,Maha,25849,71.37386118095239,70.867022,211.97011514285714,211.10337642857144,591.6063752380952,617.2534633333333,87.76298176190477
1993,Maha,25850,61.882232576190475,60.379288571428575,182.8228369047619,178.83676485714284,495.6725625714286,511.4043295238095,86.42262814285715
1993,Maha,25851,73.76604566666667,80.26659785714286,216.01863561904761,241.85817742857142,652.0331238095238,750.8714961904761,87.43423438095239
1993,Maha,25852,61.06078983333333,68.3319830952381,178.2472132380952,204.60624976190476,550.7619095238094,626.2708247619048,84.90952157142857
1993,Maha,25853,81.12820523809523,88.73891947619047,232.96978523809526,267.5044873333333,700.6437704761904,827.4943176190476,86.92256457142857
1993,Maha,2736,69.95804373333333,72.46037752380953,206.84169804761908,217.51529923809522,591.0411795238095,654.9511652380952,85.27596514285715
1993,Maha,2737,71.99175925714286,63.34715133333333,214.632633,190.25440547619047,552.0877580952381,548.14396,90.40252661904762
1993,Maha,2738,66.53859573809524,57.97381171428571,196.6476721904762,173.67484809523808,484.9595707619048,509.23139142857144,93.56763128571428
1993,Maha,2739,52.90170693333333,51.13983261904762,154.42928823809524,151.24873295238095,416.86144952380954,443.32437619047624,92.54125838095239
1993,Maha,2740,74.46573653809524,52.94583804761905,217.94341761904764,158.25366161904762,478.59135028571427,462.6025685714286,106.34201195238096
1993,Maha,2741,68.5778559047619,76.74249714285713,199.37277290476192,229.8252016666667,601.2079790476191,700.9723995238095,82.89386514285714
1993,Maha,2742,55.89807391904761,63.13976328571429,161.2442470952381,189.27669857142857,471.6885966666667,567.0569661904761,81.34583952380952
1993,Maha,2743,65.06870698571429,63.90017057142857,192.6079910952381,189.6691261904762,527.878909047619,546.9394071428571,87.07444861904762
1993,Maha,2744,72.00936875238095,79.27998961904761,208.69242842857142,238.43824023809526,633.7381014285714,735.5285157142857,86.27276114285715
1993,Maha,41748,69.29761951428571,74.03280361904761,205.96666966666666,222.38983947619047,603.9269842857143,673.0034919047619,83.13317523809523
1993,Maha,41749,66.57717570476191,71.44742761904762,199.1814451904762,215.85191547619047,602.2413914285714,668.4838033333333,84.52420976190476
1993,Yala,25830,34.204975106666666,36.863814266666665,102.68457566666666,112.20162493333333,295.79802266666667,359.0276953333333,95.21114533333333
1993,Yala,25832,16.079818553333332,20.512275199999998,46.3061215,62.2506574,155.50612393333333,228.19169666666667,86.96082513333334
1993,Yala,25833,9.800000083333334,12.536748139999998,26.625203399999997,37.26271,88.79512486666665,142.64384833333332,89.99464880000001
1993,Yala,25834,13.994377428000002,18.054377542666668,40.098794733333335,51.760829560000005,122.50200586666666,160.76369506666666,87.37990586666666
1993,Yala,25835,18.485389685333335,23.11048716133333,55.087659333333335,69.99956577333333,170.2450976,224.0840936666667,91.50332546666667
1993,Yala,25836,23.524138090666668,26.790536359999997,67.7477012,79.6897906,200.88505766666668,256.02168466666666,92.10508786666666
1993,Yala,25837,37.7877636,40.849070866666665,115.85527453333334,125.76238946666668,334.62404066666664,388.3419533333333,94.71786346666666
1993,Yala,25838,22.9258564,27.446542333333333,70.50778960000001,85.04722633333334,217.61868466666667,272.32022466666666,90.02473186666666
1993,Yala,25839,3.5913978353333333,7.206666805333333,10.090322502,21.91641582533333,37.76774173333333,79.48781306666666,86.36471580000001
1993,Yala,25840,2.757723562666667,7.205636865733334,8.165853767333333,23.20856330173333,36.3170744,91.32043415333334,86.29674446666667
1993,Yala,25841,8.647179494266668,14.172102515333334,25.032821273333333,44.41661488666667,83.84820746666666,157.46222113333334,86.84192273333333
1993,Yala,25842,9.036078419999999,14.647764704,25.1607845,43.81335964,80.80235160000001,143.32726693333333,83.19812653333334
1993,Yala,25843,14.645128497333333,20.541675273333333,42.79282028666667,61.22991383333333,132.071799,190.50707933333334,84.6184486
1993,Yala,25844,84.60969664,82.4130918,254.28121,246.763552,693.707868,705.68076,99.1747208
1993,Yala,25845,80.50061895333333,77.393087,245.73271993333336,233.45839399999997,709.764188,692.0234713333333,95.45794326666666
1993,Yala,25846,108.23086473333333,89.19703486666667,330.7765473333333,266.4841993333333,964.5543319999999,776.229762,100.49209073333334
1993,Yala,25847,24.71764684,28.809725800000002,75.78823586666667,87.99189533333333,234.13726566666668,282.3939613333333,82.88395713333333
1993,Yala,25848,76.75726386666666,72.40478573333333,234.24102786666666,216.882336,697.3555273333333,645.2052386666667,90.73909113333333
